;day;hour;minute;fail_fee;amount;3D_secured;enc_PSP;enc_card;enc_weekday;current_number_of_try
28394;2;23;23;0,5;364;0;2;0;2;2
9551;10;13;3;1,0;139;1;3;1;4;1
530;1;10;12;1,0;172;0;3;2;5;1
27265;1;21;48;1,0;48;0;3;2;0;3
47769;25;22;50;1,0;355;0;3;2;1;1
5612;6;6;31;2,0;172;1;1;1;3;1
23022;28;2;1;1,0;284;1;3;1;1;1
40276;16;1;30;1,0;256;0;3;1;2;1
40464;16;7;59;1,0;283;0;3;1;2;2
18146;21;13;8;1,0;58;0;3;1;1;1
44384;21;6;41;0,5;274;1;2;0;4;3
9978;10;23;51;1,0;301;0;3;1;4;1
18390;21;19;47;1,0;369;1;3;1;1;1
47693;25;20;50;1,0;237;0;3;0;1;1
12432;14;7;56;1,0;217;0;3;2;1;6
11363;12;15;57;1,0;187;0;3;1;2;4
35701;10;20;14;5,0;39;0;0;1;3;1
2401;2;23;48;1,0;247;0;3;0;6;1
44959;22;0;43;1,0;148;1;3;1;0;3
20064;23;19;42;1,0;242;0;3;1;6;1
9635;10;15;30;5,0;123;0;0;2;4;3
30821;5;9;11;1,0;215;0;3;1;5;3
10549;11;15;46;1,0;48;1;3;1;0;1
18764;22;6;25;0,5;87;0;2;0;5;1
7256;8;2;57;1,0;168;0;3;1;5;2
17124;20;2;1;5,0;453;1;0;1;3;1
47049;25;2;25;0,5;69;0;2;2;1;1
38042;13;8;24;2,0;233;0;1;1;6;1
5928;6;16;22;0,5;219;1;2;1;3;1
1833;2;12;25;1,0;92;0;3;0;6;3
4753;5;5;29;0,5;212;0;2;0;2;2
11482;12;20;22;2,0;48;0;1;1;2;1
13691;15;16;37;1,0;15;0;3;0;5;1
38634;14;0;15;5,0;297;0;0;1;4;1
27547;2;3;59;2,0;171;1;1;1;2;1
4872;5;8;23;1,0;253;1;3;1;2;1
49892;28;11;15;1,0;242;1;3;1;4;1
47003;25;0;57;1,0;88;1;3;1;1;1
1472;2;4;52;1,0;135;1;3;1;6;2
39971;15;16;41;2,0;159;0;1;2;0;3
19617;23;7;2;2,0;45;0;1;2;6;1
42415;18;22;36;2,0;200;0;1;1;1;1
11746;13;6;44;0,5;73;0;2;1;3;1
33921;8;11;19;0,5;40;0;2;0;0;2
6692;7;13;36;1,0;203;1;3;2;1;2
19943;23;16;8;1,0;218;0;3;0;6;1
30679;5;5;50;1,0;157;0;3;0;5;4
41613;18;0;19;1,0;292;0;3;2;1;2
25247;30;17;19;0,5;229;0;2;2;6;1
39977;15;16;49;1,0;273;0;3;1;0;1
47849;26;1;1;5,0;164;1;0;1;5;1
36270;11;11;44;1,0;331;0;3;1;1;1
8662;9;13;15;0,5;150;0;2;1;6;2
18840;22;7;49;1,0;85;0;3;1;5;3
5314;5;21;11;1,0;144;0;3;1;2;1
25347;30;20;22;1,0;203;0;3;1;6;4
11657;13;3;42;0,5;305;1;2;1;3;1
39767;15;11;4;1,0;179;0;3;2;0;1
10459;11;12;50;1,0;439;0;3;0;0;3
44292;21;4;7;1,0;236;0;3;1;4;3
5560;6;4;44;5,0;136;0;0;1;3;1
25773;31;8;51;0,5;366;1;2;2;4;2
32197;6;16;47;1,0;206;0;3;0;6;1
18420;21;20;27;2,0;334;0;1;2;1;4
12769;14;17;13;5,0;89;1;0;2;1;1
8069;8;22;1;1,0;129;0;3;2;5;1
5819;6;12;37;0,5;270;0;2;1;3;1
13188;15;3;48;5,0;89;0;0;2;5;6
43743;20;13;21;1,0;97;0;3;1;6;3
12331;14;4;57;1,0;305;0;3;1;1;1
11446;12;18;51;2,0;256;1;1;1;2;1
5136;5;15;27;2,0;262;0;1;2;2;1
8746;9;15;17;1,0;105;0;3;0;6;2
37064;12;7;20;1,0;112;0;3;1;5;1
9147;10;1;55;1,0;237;0;3;1;4;3
21568;25;18;57;1,0;240;0;3;2;0;1
1440;2;4;2;0,5;203;0;2;1;6;3
28110;2;17;13;5,0;354;0;0;1;2;1
13714;15;17;17;1,0;136;0;3;1;5;2
9696;10;17;8;0,5;388;0;2;1;4;2
29068;3;17;15;1,0;182;0;3;2;3;1
1206;1;22;59;0,5;419;0;2;2;5;1
41141;17;6;52;2,0;217;0;1;1;3;1
12473;14;8;49;1,0;281;0;3;1;1;1
45617;22;22;36;1,0;134;0;3;2;0;1
45877;23;7;28;1,0;160;0;3;1;2;1
38260;13;13;47;1,0;203;0;3;1;6;1
16127;18;16;53;1,0;234;1;3;0;0;2
36367;11;13;59;0,5;312;1;2;2;1;1
48092;26;7;57;1,0;249;0;3;0;5;1
16648;19;10;0;5,0;139;0;0;1;2;2
11932;13;13;50;1,0;198;1;3;1;3;4
9600;10;14;26;1,0;175;0;3;1;4;1
39592;15;5;7;5,0;241;0;0;1;0;1
12827;14;18;55;1,0;158;0;3;2;1;1
27347;1;23;30;1,0;183;1;3;1;0;2
12333;14;5;5;1,0;301;1;3;1;1;1
27245;1;21;31;5,0;233;1;0;0;0;1
43552;20;7;50;1,0;98;1;3;0;6;1
13479;15;10;45;1,0;226;0;3;1;5;4
43217;19;21;47;1,0;281;0;3;1;5;5
27925;2;13;30;2,0;139;1;1;1;2;1
43124;19;18;32;1,0;198;0;3;1;5;6
27910;2;13;15;1,0;177;0;3;0;2;1
23103;28;4;9;5,0;154;0;0;1;1;1
14724;16;21;31;1,0;46;0;3;2;6;1
45767;23;3;52;2,0;162;0;1;1;2;1
12271;14;2;54;1,0;107;0;3;1;1;5
10197;11;5;21;1,0;157;0;3;1;0;1
15807;18;7;16;5,0;162;0;0;2;0;1
35994;11;5;14;2,0;170;1;1;0;1;1
40107;15;20;11;1,0;227;0;3;2;0;2
42017;18;11;24;1,0;224;0;3;1;1;1
38188;13;11;58;0,5;214;1;2;1;6;1
31465;5;23;42;2,0;309;0;1;0;5;1
14187;16;6;59;1,0;355;1;3;1;6;3
16070;18;15;25;1,0;246;1;3;1;0;1
49883;28;10;58;5,0;213;0;0;2;4;1
31483;6;0;9;2,0;161;0;1;0;6;2
16469;19;4;3;1,0;180;0;3;1;2;1
49650;28;3;42;2,0;229;0;1;1;4;1
42104;18;13;37;0,5;148;1;2;1;1;1
40569;16;11;27;0,5;285;0;2;0;2;1
14910;17;2;47;1,0;131;0;3;1;4;3
24689;30;1;6;1,0;82;0;3;1;6;5
16795;19;14;56;2,0;179;0;1;2;2;3
45541;22;19;45;2,0;289;0;1;1;0;1
4240;4;16;44;0,5;259;0;2;2;0;1
5090;5;14;14;1,0;138;0;3;2;2;3
25197;30;16;7;0,5;215;1;2;1;6;1
31112;5;15;33;0,5;47;0;2;0;5;2
6466;7;7;34;5,0;359;0;0;1;1;1
31165;5;16;38;0,5;121;0;2;2;5;3
8936;9;20;27;1,0;212;0;3;1;6;2
39676;15;8;13;1,0;193;0;3;2;0;3
31604;6;2;46;1,0;251;0;3;1;6;1
43793;20;14;49;5,0;236;1;0;1;6;2
40623;16;13;5;1,0;121;0;3;1;2;1
1315;2;1;37;1,0;225;0;3;2;6;1
12718;14;15;57;1,0;138;0;3;2;1;7
19672;23;8;32;5,0;267;0;0;1;6;1
9223;10;3;44;1,0;229;0;3;0;4;1
38512;13;20;32;1,0;214;1;3;2;6;2
10352;11;9;22;1,0;292;1;3;0;0;1
8074;8;22;6;2,0;317;0;1;2;5;4
40184;15;22;23;1,0;182;0;3;2;0;2
34336;8;22;28;1,0;496;0;3;0;0;1
15598;17;23;54;1,0;154;0;3;1;4;1
41760;18;4;13;2,0;153;0;1;1;1;1
36590;11;19;41;1,0;315;0;3;0;1;1
43555;20;7;54;5,0;294;0;0;0;6;1
30510;5;2;22;1,0;53;0;3;2;5;3
28599;3;5;7;1,0;155;0;3;2;3;1
41550;17;22;1;1,0;194;0;3;1;3;1
23368;28;12;7;1,0;257;0;3;2;1;2
13578;15;13;29;0,5;175;0;2;0;5;1
14909;17;2;47;0,5;131;0;2;1;4;2
1046;1;19;55;2,0;232;0;1;1;5;1
17968;21;8;9;1,0;107;0;3;1;1;1
23435;28;13;51;1,0;421;0;3;1;1;1
26001;31;16;5;5,0;48;0;0;2;4;1
40019;15;17;49;0,5;369;0;2;1;0;1
15964;18;12;7;0,5;201;1;2;1;0;2
43377;20;2;32;0,5;43;0;2;1;6;3
14941;17;3;27;1,0;221;0;3;2;4;2
41270;17;12;31;1,0;141;1;3;2;3;2
3138;3;15;52;1,0;330;0;3;2;4;2
41506;17;20;25;1,0;191;0;3;1;3;3
32730;7;5;19;1,0;231;1;3;0;4;1
50249;28;21;34;1,0;194;0;3;1;4;1
28496;3;2;27;1,0;43;0;3;0;3;1
22110;26;14;25;1,0;54;1;3;1;2;1
20286;24;2;17;0,5;148;0;2;1;4;3
1772;2;11;13;5,0;249;0;0;2;6;4
30156;4;17;55;1,0;168;0;3;2;1;1
34118;8;17;5;1,0;98;0;3;1;0;1
14590;16;18;20;0,5;283;0;2;2;6;4
23420;28;13;29;0,5;207;0;2;1;1;2
35487;10;12;37;1,0;170;0;3;2;3;1
36753;11;23;39;1,0;222;0;3;1;1;1
1287;2;0;46;5,0;47;0;0;1;6;1
3948;4;9;22;1,0;153;1;3;2;0;2
35313;10;5;44;0,5;296;1;2;1;3;1
2621;3;4;17;2,0;253;0;1;2;4;2
13291;15;6;21;2,0;188;0;1;0;5;1
24627;29;23;17;1,0;166;1;3;1;5;1
24536;29;20;44;1,0;290;0;3;2;5;1
14814;17;0;6;0,5;240;1;2;0;4;8
40371;16;4;35;0,5;257;0;2;1;2;3
28428;3;0;32;1,0;330;1;3;1;3;2
22984;28;0;40;1,0;128;0;3;1;1;2
23682;28;21;4;2,0;173;1;1;0;1;2
41897;18;8;2;1,0;224;1;3;0;1;3
36815;12;1;20;0,5;186;0;2;2;5;1
33023;7;12;13;2,0;262;1;1;0;4;2
12017;13;17;18;1,0;127;0;3;0;3;1
38550;13;21;41;0,5;262;0;2;1;6;1
48571;26;20;26;0,5;370;0;2;1;5;2
17544;20;18;12;0,5;187;1;2;1;3;1
2238;2;20;45;1,0;216;0;3;0;6;1
46708;24;13;5;2,0;294;0;1;2;3;1
49916;28;11;54;0,5;278;0;2;0;4;2
28609;3;5;22;1,0;230;0;3;1;3;3
1205;1;22;57;1,0;143;0;3;1;5;3
4664;5;2;56;1,0;187;0;3;0;2;2
46499;24;4;27;2,0;370;0;1;1;3;1
46512;24;5;8;5,0;307;1;0;2;3;1
24497;29;19;45;2,0;306;0;1;1;5;1
40758;16;16;45;1,0;260;1;3;1;2;1
33165;7;16;26;2,0;163;0;1;0;4;1
30896;5;10;46;0,5;216;0;2;1;5;3
27147;1;19;20;1,0;271;0;3;1;0;1
42331;18;20;11;5,0;195;1;0;2;1;1
25914;31;13;26;1,0;349;0;3;1;4;1
47450;25;13;38;1,0;119;0;3;1;1;1
37242;12;12;40;0,5;221;0;2;1;5;2
34854;9;14;23;1,0;226;0;3;2;2;3
29804;4;10;38;2,0;299;0;1;2;1;2
34280;8;20;45;1,0;414;0;3;1;0;1
29552;4;4;57;2,0;323;0;1;1;1;6
30081;4;16;17;0,5;128;1;2;0;1;3
46189;23;17;46;2,0;241;0;1;1;2;1
17246;20;6;32;1,0;221;0;3;2;3;3
25131;30;14;13;1,0;254;0;3;1;6;1
24101;29;9;15;1,0;183;0;3;0;5;1
15737;18;4;45;1,0;181;0;3;1;0;2
48936;27;6;42;1,0;195;1;3;1;6;2
40763;16;16;52;1,0;55;0;3;1;2;1
33083;7;14;10;1,0;131;0;3;0;4;1
12964;14;22;14;1,0;382;1;3;1;1;1
20854;24;19;53;1,0;214;0;3;1;4;1
9999;11;0;13;1,0;148;0;3;2;0;6
31983;6;11;48;0,5;341;1;2;1;6;1
36506;11;17;33;1,0;318;0;3;2;1;1
3825;4;6;49;1,0;72;0;3;0;0;4
4958;5;10;36;1,0;267;0;3;1;2;1
30379;4;22;57;0,5;301;0;2;1;1;3
2777;3;7;39;1,0;328;0;3;1;4;4
24719;30;1;54;2,0;144;0;1;0;6;2
34557;9;5;18;5,0;194;1;0;1;2;1
49132;27;12;42;0,5;178;0;2;1;6;1
9144;10;1;52;0,5;109;0;2;1;4;2
46523;24;5;25;1,0;194;0;3;0;3;2
36299;11;12;23;2,0;78;0;1;1;1;4
14582;16;18;12;0,5;98;0;2;0;6;2
8896;9;19;34;1,0;214;0;3;0;6;2
46555;24;6;57;2,0;142;0;1;1;3;1
10011;11;0;23;1,0;296;1;3;1;0;2
38603;13;23;18;2,0;252;0;1;0;6;3
7683;8;12;54;1,0;254;0;3;2;5;2
21500;25;16;49;0,5;139;0;2;1;0;1
33341;7;20;43;0,5;207;0;2;1;4;2
15070;17;7;23;5,0;254;0;0;0;4;4
41366;17;15;26;0,5;305;1;2;1;3;3
46050;23;13;26;2,0;82;0;1;2;2;1
41370;17;15;29;0,5;45;0;2;1;3;2
44318;21;4;50;0,5;47;1;2;1;4;1
3054;3;13;50;1,0;182;1;3;1;4;6
11686;13;4;47;2,0;102;0;1;1;3;1
6917;7;18;55;1,0;130;0;3;2;1;2
44459;21;9;5;1,0;225;0;3;0;4;2
885;1;16;53;1,0;317;1;3;1;5;4
22713;27;13;59;1,0;97;0;3;2;3;3
6288;7;3;13;2,0;134;0;1;1;1;1
18599;22;1;34;1,0;146;1;3;1;5;1
6409;7;6;9;0,5;206;0;2;1;1;4
14007;16;1;22;5,0;70;1;0;1;6;1
35788;10;23;44;0,5;174;0;2;0;3;1
5274;5;19;58;5,0;222;1;0;0;2;1
14529;16;16;36;1,0;209;0;3;1;6;1
24403;29;17;14;0,5;385;0;2;1;5;1
36226;11;10;43;1,0;361;0;3;0;1;2
13378;15;8;27;1,0;185;0;3;1;5;1
29020;3;16;9;1,0;158;0;3;1;3;1
35601;10;16;50;1,0;188;1;3;1;3;1
43342;20;1;41;2,0;87;0;1;2;6;1
48605;26;21;28;1,0;292;0;3;1;5;1
5758;6;10;47;1,0;212;0;3;1;3;1
12847;14;19;16;1,0;316;0;3;1;1;2
19948;23;16;13;0,5;158;0;2;0;6;2
24147;29;10;28;0,5;203;0;2;1;5;1
12965;14;22;15;1,0;382;1;3;1;1;2
34202;8;18;47;1,0;136;0;3;1;0;5
749;1;14;13;1,0;135;0;3;1;5;1
21965;26;9;24;1,0;130;1;3;1;2;1
2355;2;23;12;1,0;156;0;3;1;6;3
3437;3;21;40;0,5;245;0;2;0;4;1
12344;14;5;16;5,0;59;1;0;2;1;1
23631;28;19;43;0,5;165;0;2;1;1;3
20407;24;5;43;1,0;133;0;3;0;4;2
39898;15;14;42;1,0;310;0;3;1;0;3
12059;13;19;8;1,0;245;0;3;0;3;1
48227;26;10;57;0,5;418;0;2;0;5;1
8912;9;19;55;1,0;188;0;3;2;6;1
17991;21;8;42;1,0;248;0;3;0;1;3
47664;25;20;3;1,0;319;0;3;0;1;3
3976;4;10;14;5,0;200;0;0;1;0;4
12620;14;13;0;1,0;200;0;3;0;1;1
31930;6;10;35;0,5;58;1;2;2;6;1
12517;14;9;50;1,0;221;1;3;0;1;1
6210;7;1;13;1,0;29;0;3;0;1;5
13616;15;14;35;0,5;309;0;2;0;5;2
38539;13;21;23;1,0;159;0;3;1;6;2
33018;7;12;9;1,0;245;1;3;0;4;1
16881;19;17;26;2,0;338;0;1;1;2;4
23459;28;14;27;1,0;262;0;3;1;1;5
9347;10;7;42;5,0;371;0;0;0;4;1
43287;20;0;14;1,0;111;0;3;0;6;3
10667;11;19;25;0,5;336;0;2;1;0;4
29771;4;9;50;2,0;322;1;1;2;1;2
24634;29;23;25;2,0;126;0;1;2;5;1
39768;15;11;5;1,0;179;0;3;2;0;2
6027;6;19;29;1,0;291;1;3;1;3;2
3699;4;3;59;1,0;321;0;3;1;0;1
35792;10;23;49;5,0;194;1;0;0;3;4
8652;9;12;56;1,0;171;1;3;1;6;6
19997;23;17;41;2,0;158;0;1;2;6;3
1329;2;1;55;0,5;221;1;2;2;6;2
27120;1;18;37;5,0;376;0;0;0;0;2
14034;16;2;11;1,0;44;0;3;0;6;1
45352;22;13;35;1,0;279;0;3;1;0;5
18543;21;23;40;1,0;145;0;3;1;1;1
21553;25;18;30;1,0;378;1;3;1;0;2
42277;18;18;27;1,0;198;1;3;2;1;1
39543;15;3;42;1,0;115;0;3;2;0;1
5125;5;15;11;2,0;61;0;1;2;2;1
1571;2;6;58;1,0;116;0;3;2;6;1
35889;11;2;19;0,5;336;0;2;1;1;2
39435;15;0;9;0,5;233;0;2;1;0;1
15698;18;2;55;1,0;151;0;3;2;0;2
29143;3;19;5;0,5;143;1;2;1;3;3
27655;2;6;26;1,0;447;0;3;1;2;4
19549;23;5;19;5,0;329;0;0;2;6;2
38404;13;17;40;1,0;155;1;3;0;6;1
49624;28;3;2;1,0;83;0;3;1;4;3
29887;4;12;23;1,0;163;0;3;1;1;1
28544;3;3;41;1,0;108;0;3;2;3;3
41245;17;11;36;0,5;53;0;2;1;3;1
24038;29;7;20;1,0;226;0;3;1;5;1
18458;21;21;25;1,0;105;0;3;1;1;2
28325;2;21;57;1,0;262;0;3;2;2;1
40209;15;23;3;0,5;20;0;2;1;0;2
37881;13;4;13;0,5;65;0;2;1;6;1
48991;27;8;29;2,0;88;0;1;1;6;2
24718;30;1;53;5,0;144;0;0;0;6;1
35409;10;9;53;1,0;271;0;3;1;3;1
30095;4;16;37;1,0;84;0;3;1;1;2
34357;8;23;9;0,5;149;1;2;1;0;2
33215;7;17;32;0,5;130;0;2;0;4;1
41643;18;0;49;2,0;380;1;1;2;1;2
44773;21;18;34;1,0;360;0;3;0;4;2
20809;24;18;20;1,0;102;0;3;2;4;2
47000;25;0;55;1,0;269;0;3;2;1;1
11850;13;11;1;1,0;213;0;3;0;3;1
8449;9;8;8;1,0;278;0;3;1;6;1
14624;16;19;15;1,0;239;0;3;1;6;2
35039;9;20;13;0,5;276;0;2;0;2;3
15542;17;21;52;1,0;217;0;3;1;4;1
2202;2;20;1;2,0;74;1;1;0;6;4
3477;3;22;47;1,0;370;0;3;1;4;1
47489;25;14;45;1,0;200;0;3;0;1;5
24671;30;0;33;0,5;140;0;2;1;6;2
8265;9;2;51;0,5;174;0;2;0;6;1
27546;2;3;58;1,0;251;0;3;1;2;1
15628;18;0;55;2,0;119;0;1;1;0;1
25843;31;11;6;1,0;211;1;3;2;4;1
49679;28;4;44;0,5;141;0;2;1;4;1
12049;13;18;27;1,0;260;0;3;1;3;1
201;1;4;1;2,0;113;1;1;2;5;1
21044;25;1;6;1,0;220;1;3;2;0;2
40582;16;11;52;0,5;147;0;2;2;2;1
695;1;13;16;1,0;264;0;3;2;5;2
13776;15;18;55;1,0;82;1;3;1;5;1
44075;20;22;17;5,0;90;0;0;1;6;2
1428;2;3;52;2,0;190;1;1;1;6;3
16868;19;17;9;1,0;244;0;3;2;2;5
33135;7;15;32;5,0;154;0;0;1;4;3
8551;9;10;22;5,0;34;1;0;0;6;1
3733;4;5;1;0,5;242;0;2;1;0;1
41565;17;22;23;1,0;237;0;3;1;3;1
43443;20;4;37;2,0;220;0;1;0;6;1
28250;2;20;30;1,0;132;0;3;1;2;3
41557;17;22;10;0,5;253;1;2;1;3;2
14213;16;7;43;1,0;87;1;3;2;6;3
13002;14;23;9;0,5;56;0;2;2;1;1
36385;11;14;37;1,0;357;0;3;2;1;1
36008;11;5;36;1,0;232;0;3;1;1;2
31745;6;6;20;5,0;219;0;0;1;6;2
10719;11;20;28;1,0;207;0;3;1;0;1
17691;21;0;28;1,0;68;0;3;1;1;2
15264;17;12;53;1,0;97;0;3;1;4;1
35579;10;16;6;1,0;280;0;3;2;3;1
37046;12;6;46;5,0;339;0;0;0;5;1
6019;6;19;23;1,0;208;1;3;1;3;2
9891;10;21;43;1,0;231;0;3;1;4;3
44880;21;22;15;0,5;182;0;2;2;4;2
18417;21;20;25;1,0;334;0;3;2;1;1
45957;23;10;27;2,0;177;0;1;2;2;1
2450;3;0;44;0,5;164;0;2;1;4;1
49020;27;9;23;2,0;286;0;1;2;6;2
1504;2;5;48;0,5;162;0;2;1;6;3
3768;4;5;43;1,0;152;1;3;1;0;1
39784;15;11;45;1,0;33;1;3;0;0;3
28788;3;10;27;0,5;307;0;2;2;3;3
6990;7;20;21;0,5;280;0;2;2;1;1
44354;21;5;43;0,5;250;1;2;1;4;2
41492;17;19;51;1,0;274;0;3;0;3;1
21218;25;6;52;1,0;297;1;3;1;0;3
11804;13;9;0;1,0;52;0;3;1;3;1
22119;26;14;48;0,5;217;0;2;1;2;1
32753;7;5;49;1,0;277;0;3;1;4;2
39694;15;8;36;1,0;174;0;3;1;0;1
45476;22;17;15;1,0;47;1;3;1;0;1
33202;7;17;13;1,0;190;0;3;1;4;3
18757;22;6;11;1,0;129;0;3;1;5;1
11758;13;7;11;2,0;101;0;1;1;3;1
4129;4;14;9;0,5;294;0;2;0;0;1
17872;21;5;32;5,0;58;0;0;1;1;1
11021;12;5;17;0,5;275;0;2;1;2;1
44057;20;21;52;0,5;246;0;2;0;6;3
3527;3;23;52;1,0;40;1;3;2;4;1
36799;12;0;50;1,0;208;0;3;2;5;5
766;1;14;36;5,0;123;1;0;1;5;1
32137;6;15;11;1,0;234;0;3;2;6;2
17187;20;4;31;2,0;200;1;1;2;3;1
34040;8;14;48;1,0;336;0;3;1;0;1
33792;8;7;36;1,0;236;1;3;2;0;2
31535;6;1;9;1,0;87;0;3;0;6;1
24910;30;7;7;5,0;167;0;0;1;6;3
15213;17;11;26;0,5;254;1;2;2;4;1
38045;13;8;33;0,5;206;0;2;1;6;1
41052;17;3;23;2,0;288;1;1;0;3;1
6294;7;3;21;1,0;87;0;3;2;1;4
10870;12;0;42;1,0;193;1;3;1;2;1
38900;14;7;34;1,0;25;0;3;1;4;2
49171;27;13;46;2,0;188;1;1;1;6;1
23589;28;18;35;0,5;365;1;2;0;1;1
325;1;6;38;1,0;141;0;3;1;5;1
30264;4;20;31;1,0;125;0;3;1;1;5
14687;16;20;48;1,0;345;0;3;2;6;2
23191;28;6;55;1,0;254;1;3;0;1;3
7595;8;10;46;1,0;188;0;3;1;5;7
3689;4;3;45;1,0;279;0;3;1;0;1
33503;8;0;32;1,0;103;0;3;1;0;1
35287;10;4;56;1,0;79;0;3;1;3;1
17445;20;13;48;1,0;167;0;3;1;3;1
36418;11;15;32;1,0;121;0;3;1;1;1
28864;3;12;18;0,5;266;0;2;1;3;3
35691;10;19;54;1,0;384;0;3;1;3;1
31812;6;7;51;1,0;76;0;3;0;6;2
38234;13;13;12;1,0;93;0;3;0;6;1
11186;12;10;7;5,0;165;0;0;1;2;1
41;1;0;46;1,0;251;1;3;1;5;2
5831;6;13;2;1,0;350;0;3;1;3;5
22214;26;18;50;1,0;148;0;3;1;2;3
24678;30;0;48;2,0;123;0;1;1;6;2
10158;11;4;27;2,0;338;1;1;0;0;1
34366;8;23;20;2,0;208;0;1;0;0;1
5108;5;14;46;1,0;259;1;3;0;2;2
19597;23;6;28;0,5;208;1;2;1;6;1
41527;17;21;13;1,0;222;0;3;1;3;3
34163;8;17;57;5,0;242;0;0;2;0;7
6595;7;11;0;2,0;171;0;1;1;1;1
40981;17;0;39;1,0;281;0;3;0;3;1
26274;1;0;7;1,0;159;1;3;1;0;1
8229;9;1;48;1,0;105;0;3;0;6;1
20249;24;1;18;1,0;125;0;3;2;4;1
34894;9;15;55;1,0;272;0;3;2;2;1
27830;2;11;31;1,0;86;0;3;2;2;2
19307;22;21;40;1,0;116;0;3;1;5;1
11612;13;2;3;2,0;287;1;1;1;3;4
32523;7;0;15;1,0;112;0;3;1;4;1
40426;16;6;44;1,0;376;0;3;2;2;1
29144;3;19;6;0,5;80;0;2;1;3;1
19343;22;22;44;1,0;63;0;3;1;5;1
46153;23;16;31;1,0;193;0;3;2;2;2
23688;28;21;14;0,5;42;1;2;1;1;1
25317;30;19;31;1,0;45;0;3;1;6;1
46977;25;0;20;5,0;312;0;0;1;1;1
27581;2;4;51;1,0;203;1;3;0;2;1
44664;21;15;6;0,5;248;0;2;1;4;4
21320;25;10;2;1,0;38;0;3;1;0;1
40830;16;19;5;1,0;316;0;3;1;2;1
9760;10;18;26;2,0;265;1;1;1;4;4
30708;5;6;34;2,0;210;0;1;1;5;3
26576;1;6;56;1,0;201;0;3;0;0;2
11233;12;11;42;2,0;379;0;1;1;2;2
23230;28;8;19;1,0;252;0;3;0;1;1
50302;28;22;59;2,0;190;0;1;2;4;2
18929;22;10;45;5,0;372;0;0;1;5;1
19112;22;16;25;1,0;192;0;3;1;5;1
43112;19;18;8;1,0;363;0;3;2;5;2
14328;16;10;43;0,5;198;1;2;0;6;1
16485;19;4;33;1,0;24;0;3;1;2;3
45087;22;4;42;1,0;163;0;3;1;0;1
11995;13;16;21;0,5;441;0;2;2;3;2
47848;26;0;59;5,0;147;0;0;2;5;1
22768;27;16;2;1,0;416;0;3;0;3;2
16913;19;18;48;1,0;233;0;3;0;2;7
32507;6;23;51;1,0;231;0;3;1;6;1
8414;9;6;43;1,0;336;0;3;1;6;2
10019;11;0;38;0,5;126;0;2;1;0;2
32457;6;22;51;2,0;137;0;1;1;6;1
19209;22;19;17;0,5;211;0;2;0;5;1
14371;16;12;15;1,0;192;1;3;1;6;2
41134;17;6;40;1,0;185;0;3;1;3;1
37698;12;23;50;1,0;9;1;3;2;5;1
11675;13;4;24;1,0;431;0;3;1;3;3
22296;26;21;55;0,5;276;0;2;1;2;2
49750;28;6;36;2,0;179;0;1;1;4;1
18327;21;18;15;1,0;242;0;3;1;1;2
10573;11;16;19;1,0;138;0;3;1;0;1
2720;3;6;28;0,5;316;0;2;1;4;2
31443;5;23;2;2,0;194;0;1;1;5;1
10162;11;4;31;1,0;218;1;3;1;0;1
5955;6;16;59;1,0;40;1;3;1;3;3
12912;14;21;1;0,5;284;0;2;0;1;2
18563;22;0;16;5,0;201;0;0;1;5;1
11728;13;6;15;1,0;259;1;3;2;3;1
49497;27;23;26;0,5;125;0;2;1;6;1
32133;6;15;7;1,0;340;0;3;1;6;2
16189;18;18;51;1,0;81;0;3;1;0;3
44280;21;3;38;1,0;278;0;3;1;4;2
45834;23;5;55;2,0;143;0;1;2;2;1
43678;20;11;45;0,5;185;0;2;1;6;2
43812;20;15;13;0,5;62;0;2;1;6;1
19612;23;6;57;0,5;241;1;2;1;6;1
27855;2;12;7;1,0;225;1;3;1;2;2
33801;8;8;9;0,5;185;0;2;2;0;2
32910;7;9;38;0,5;303;0;2;1;4;2
24623;29;23;5;1,0;210;0;3;1;5;1
44915;21;23;19;1,0;209;0;3;2;4;1
31450;5;23;22;0,5;57;0;2;2;5;1
40429;16;6;53;5,0;168;0;0;0;2;1
37756;13;1;16;2,0;245;0;1;2;6;3
32084;6;13;52;5,0;279;1;0;0;6;1
6084;6;21;38;1,0;167;0;3;1;3;1
15763;18;5;42;2,0;107;0;1;1;0;1
36194;11;10;5;0,5;291;0;2;2;1;1
11716;13;5;58;1,0;163;1;3;1;3;2
37184;12;11;5;2,0;364;0;1;1;5;3
6952;7;19;39;0,5;271;0;2;1;1;1
47632;25;19;13;1,0;212;0;3;1;1;2
17251;20;6;40;0,5;215;0;2;2;3;1
18831;22;7;39;1,0;428;0;3;0;5;2
43941;20;18;58;1,0;338;0;3;1;6;2
1688;2;9;17;1,0;327;0;3;2;6;1
9690;10;17;2;0,5;161;1;2;1;4;2
29358;4;0;57;0,5;167;0;2;2;1;5
27246;1;21;32;5,0;292;1;0;1;0;1
38160;13;11;14;1,0;74;1;3;2;6;1
20804;24;18;14;0,5;277;0;2;2;4;5
19117;22;16;35;1,0;119;1;3;1;5;1
44822;21;20;5;1,0;253;0;3;1;4;1
2844;3;8;58;0,5;383;1;2;1;4;1
47878;26;1;46;1,0;93;0;3;0;5;1
13043;15;0;21;1,0;283;0;3;1;5;2
49074;27;11;9;1,0;111;0;3;1;6;1
