;amount;current_paid_fee;day;hour;minute;second
24193;111;2;28;10;49;26
17752;148;1;20;1;30;38
19760;189;1;22;10;17;14
36830;136;2;11;0;17;21
34874;106;2;8;13;39;46
4153;271;0;3;14;37;44
7408;250;5;7;6;8;35
43501;21;2;19;4;26;47
38451;70;0;12;17;18;57
35151;152;2;8;22;10;55
8400;255;0;8;5;57;21
27133;258;0;0;18;3;7
14301;177;0;15;9;26;9
33574;182;0;7;0;51;49
18989;101;0;21;11;51;8
6669;37;2;6;12;40;2
10574;263;5;10;16;3;18
2587;135;0;2;3;23;40
49524;229;4;26;21;56;6
3140;150;6;2;15;47;8
12719;138;4;13;15;27;53
15723;221;0;17;3;1;17
11892;72;2;12;11;42;16
9209;250;0;9;3;8;11
25794;271;0;30;8;27;56
4225;114;6;3;16;20;14
16520;239;0;18;5;11;22
11310;179;8;11;13;34;2
43297;248;2;18;22;11;51
49390;45;5;26;18;11;52
43834;230;0;19;14;0;4
22728;214;1;26;13;33;23
43695;338;0;19;10;30;55
35114;204;6;8;20;56;46
2021;2;4;1;16;6;11
33684;185;0;7;3;55;37
33080;98;0;6;12;24;12
40519;126;0;15;7;45;38
12259;181;0;13;2;8;22
14542;91;0;15;16;14;35
19289;99;10;21;20;30;36
8835;132;0;8;17;17;54
2702;455;10;2;5;57;48
11315;93;2;11;13;47;21
17673;134;0;19;23;11;17
49516;180;2;26;21;50;28
24455;451;10;28;17;42;44
18735;281;0;21;5;4;46
5524;171;4;5;2;45;15
22507;200;10;26;3;53;49
12167;69;4;12;23;2;34
43502;21;3;19;4;26;48
1751;36;0;1;10;38;45
35875;264;0;10;0;36;22
29296;264;0;2;22;3;7
34595;266;4;8;4;36;40
38601;150;0;12;21;32;36
29239;5;0;2;20;25;35
16333;81;2;17;22;39;0
16802;176;0;18;14;14;48
45489;498;0;21;15;54;2
41853;74;0;17;5;6;48
39664;383;0;14;5;30;34
12626;261;0;13;12;44;59
14640;29;13;15;19;8;7
9832;166;8;9;19;59;0
35404;175;2;9;7;11;45
46203;213;2;22;15;59;38
47075;160;0;24;1;6;9
44763;97;0;20;16;1;37
10684;330;11;10;19;26;52
45071;94;0;21;2;14;47
22202;90;0;25;17;13;4
28973;350;0;2;13;49;4
49269;148;0;26;14;18;25
7426;102;0;7;6;44;24
12128;304;4;12;21;43;24
34180;186;0;7;17;18;46
40938;228;0;15;20;43;17
19848;343;0;22;13;4;2
1891;144;0;1;13;22;47
41675;286;4;17;0;19;36
2634;285;16;2;4;22;5
33918;88;16;7;9;49;35
18801;155;0;21;6;35;49
6261;230;6;6;2;9;24
5032;60;0;4;12;39;27
16273;345;2;17;20;25;13
38358;125;6;12;14;57;21
19494;162;0;22;2;25;14
16639;208;0;18;8;45;12
35180;190;0;8;23;25;55
11750;194;0;12;6;24;30
8348;346;0;8;4;33;42
34233;266;0;7;18;23;13
14015;280;0;15;1;5;39
27449;168;0;1;0;50;25
24649;165;0;28;23;2;20
1943;174;0;1;14;23;17
22972;191;0;26;23;25;49
50409;85;6;27;23;48;19
8803;156;7;8;16;20;18
47139;242;1;24;3;10;17
11851;235;2;12;10;20;36
16187;148;1;17;18;7;27
48900;253;0;26;3;28;14
39772;312;0;14;9;5;50
32468;64;5;5;22;0;56
36197;157;3;10;8;52;31
11356;247;10;11;15;21;1
46181;238;0;22;15;25;52
11333;183;4;11;14;34;59
16685;296;12;18;10;15;54
8173;17;0;7;23;59;39
24827;302;0;29;3;56;18
17553;240;0;19;17;38;16
25194;156;0;29;14;58;39
49671;225;0;27;2;19;42
25926;160;4;30;12;45;46
28169;199;2;1;17;33;49
14358;274;0;15;10;54;27
8834;214;2;8;17;15;12
37949;261;7;12;4;42;12
36922;107;0;11;2;37;24
11491;160;0;11;20;5;11
4275;49;15;3;17;20;20
30800;93;2;4;7;34;7
6761;196;2;6;15;4;25
48903;134;0;26;3;34;3
49930;65;0;27;9;48;34
29908;195;0;3;11;54;41
14630;81;0;15;18;55;26
40344;217;0;15;1;40;4
15753;223;0;17;4;30;13
10664;164;0;10;18;52;15
26050;19;1;30;16;30;24
31413;269;0;4;21;10;57
30594;389;0;4;3;3;6
39705;71;0;14;6;58;8
48859;75;0;26;2;7;31
32344;79;0;5;19;18;56
10673;275;2;10;19;12;35
45520;213;0;21;16;48;51
24320;69;2;28;14;21;52
34468;253;3;8;0;46;30
1713;281;0;1;9;50;29
25676;80;0;30;5;16;26
39377;233;0;13;20;30;31
30998;230;10;4;12;6;8
6950;20;2;6;19;22;28
26197;14;12;30;20;54;46
35498;277;0;9;11;5;40
17092;257;2;18;23;31;36
49905;200;0;27;8;51;16
46049;213;0;22;11;18;24
31502;258;0;4;23;30;40
33707;276;4;7;4;28;1
43652;99;6;19;9;0;40
49421;268;2;26;18;58;1
1256;123;2;0;23;56;57
19390;162;0;21;23;18;37
25231;105;0;29;16;9;1
28619;43;0;2;4;36;54
4708;220;0;4;4;3;14
1767;90;4;1;10;57;39
12054;115;0;12;17;49;13
37767;248;0;12;0;2;0
22094;297;1;25;12;59;52
40467;292;0;15;5;58;24
43819;279;2;19;13;38;45
27130;169;4;0;17;58;21
48455;117;0;25;15;15;47
6122;173;0;5;22;37;25
19653;315;0;22;7;22;6
24293;163;1;28;13;37;31
42199;125;0;17;14;44;25
43047;111;0;18;14;45;31
29828;129;1;3;10;15;42
1036;92;0;0;19;29;50
39807;86;4;14;10;8;29
45795;91;0;22;2;38;4
29201;137;2;2;19;29;32
7089;275;0;6;22;11;34
2550;168;0;2;2;48;29
5365;223;0;4;22;16;28
34925;280;1;8;15;6;19
28292;88;0;1;20;31;51
37510;208;4;11;18;5;8
50197;85;0;27;17;32;14
22273;143;0;25;19;42;45
11057;186;2;11;5;53;48
17425;341;0;19;11;57;7
47839;202;0;24;22;44;26
15758;175;0;17;4;44;50
43514;93;0;19;4;44;54
31796;307;2;5;6;24;56
20220;163;2;22;23;15;42
22582;110;0;26;7;16;32
44749;135;0;20;15;33;41
46134;253;2;22;14;4;30
42252;31;0;17;16;15;35
16092;179;0;17;15;22;45
683;257;6;0;12;54;46
33976;124;0;7;11;23;25
7763;227;2;7;14;21;57
1787;167;4;1;11;22;33
38693;291;12;13;0;16;35
23189;217;0;27;5;58;1
40654;113;4;15;12;11;32
47374;239;1;24;9;24;41
35049;37;3;8;19;0;46
18456;137;0;20;20;39;44
48485;252;7;25;15;58;59
28958;193;0;2;13;28;10
4100;281;4;3;13;12;40
20572;95;0;23;10;6;25
2782;322;1;2;7;39;4
39667;70;0;14;5;36;32
25084;340;4;29;11;43;18
23193;41;0;27;6;8;25
33232;172;4;6;16;51;37
47067;183;8;24;0;52;53
26865;294;0;0;12;25;25
39475;94;0;13;23;39;0
39846;187;0;14;11;47;31
45291;270;2;21;9;34;56
21855;425;0;25;4;19;8
31438;109;8;4;21;49;45
4210;107;4;3;15;57;38
5957;126;0;5;16;51;48
7363;332;0;7;5;0;8
19430;137;2;22;0;32;30
24082;159;0;28;7;41;57
26321;197;7;0;0;27;7
47604;144;4;24;15;54;33
21858;162;0;25;4;27;58
22941;129;0;26;22;14;11
24483;281;0;28;18;22;34
20001;150;1;22;16;59;50
5099;132;2;4;14;13;55
28593;303;0;2;3;53;26
14895;162;2;16;1;38;11
14;226;7;0;0;14;35
30168;254;5;3;17;25;24
17767;215;0;20;1;42;55
32907;149;0;6;8;22;23
3297;274;0;2;18;53;33
39010;138;0;13;9;11;32
41734;224;2;17;1;41;30
44581;298;0;20;10;53;45
1641;135;21;1;8;3;13
28236;98;0;1;19;20;46
34418;202;0;7;23;20;59
35360;237;0;9;5;33;43
47629;327;0;24;16;39;52
28090;230;2;1;15;58;1
43880;426;5;19;15;28;23
24088;274;0;28;7;58;33
48337;215;13;25;11;45;39
5184;362;0;4;16;40;19
12863;263;5;13;19;12;51
7381;5;0;7;5;25;26
9822;141;5;9;19;48;16
34496;208;0;8;1;45;4
29457;118;0;3;2;7;45
15736;71;18;17;3;36;11
11253;117;0;11;11;46;49
28040;246;0;1;15;2;47
22023;143;0;25;10;34;34
19106;245;0;21;15;32;4
25007;263;0;29;9;24;59
49039;331;4;26;7;47;2
24937;366;0;29;6;55;41
7663;215;0;7;12;20;48
44796;133;0;20;17;6;51
19135;214;0;21;16;21;30
25005;185;6;29;9;21;50
11726;157;0;12;5;50;9
25482;191;2;29;23;5;12
1683;290;2;1;9;3;3
6250;31;1;6;1;53;34
46943;369;2;23;20;0;16
10556;56;0;10;15;26;9
47742;304;2;24;20;12;37
8316;121;0;8;3;54;25
8643;286;0;8;12;20;39
1606;280;3;1;7;31;11
7923;147;0;7;17;52;45
28551;201;2;2;2;52;46
42634;257;2;18;3;8;18
22851;122;0;26;18;36;58
9670;177;0;9;16;3;0
1405;280;8;1;3;17;14
12193;271;0;13;0;6;5
6287;85;4;6;2;48;32
42093;111;0;17;11;48;16
14949;164;2;16;3;8;27
41116;232;0;16;3;31;17
13855;202;0;14;20;33;52
5903;38;0;5;15;8;37
7546;147;8;7;9;26;26
12491;224;0;13;8;48;29
26704;225;0;0;9;6;45
33238;164;0;6;17;0;53
47934;182;0;25;1;17;30
29686;26;3;3;6;55;55
17791;105;10;20;2;17;20
23157;123;0;27;4;43;52
32367;269;0;5;19;41;43
44504;212;0;20;8;31;29
16513;236;0;18;4;54;47
9857;218;0;9;20;37;14
826;298;8;0;15;47;52
48997;190;4;26;6;13;27
41857;214;4;17;5;13;23
3991;108;2;3;10;26;28
11946;143;0;12;13;47;1
23095;36;0;27;3;16;51
26349;143;5;0;1;2;2
31539;47;2;5;0;22;58
24313;295;4;28;14;6;43
6993;214;4;6;20;18;11
43552;203;0;19;5;59;17
170;175;0;0;3;17;18
40951;283;0;15;21;1;1
47184;115;0;24;4;12;28
9443;379;0;9;9;55;19
5480;224;0;5;1;35;52
47388;124;1;24;9;39;13
23427;284;0;27;12;52;0
45460;327;0;21;14;56;2
42795;39;4;18;7;37;26
46930;149;0;23;19;20;38
34619;298;2;8;5;37;49
38086;175;9;12;8;2;1
42690;338;0;18;4;47;13
3348;113;12;2;19;48;16
29646;322;0;3;5;53;39
26919;12;14;0;13;29;38
30940;210;0;4;10;45;56
2910;94;9;2;10;3;33
38844;186;0;13;4;40;30
49088;228;0;26;9;11;10
8144;176;0;7;23;20;46
31249;221;4;4;17;21;38
47204;132;0;24;4;44;49
49918;247;0;27;9;24;30
35093;133;1;8;20;18;11
14891;364;5;16;1;34;33
11701;357;0;12;4;42;13
8376;187;0;8;5;12;49
6714;202;6;6;13;53;45
37554;14;0;11;18;49;54
25076;187;0;29;11;22;25
36899;319;0;11;2;5;59
30525;222;3;4;1;47;45
37912;130;3;12;3;32;21
602;164;0;0;11;32;44
5998;145;0;5;18;16;33
7477;125;0;7;8;0;3
3;232;2;0;0;3;13
23505;181;8;27;14;53;43
18368;96;0;20;18;43;5
18016;242;4;20;8;42;49
44431;407;2;20;6;10;22
25379;197;4;29;20;22;33
18419;236;0;20;19;55;2
32519;232;9;5;23;4;13
15164;190;0;16;9;13;39
42090;286;2;17;11;44;46
43281;278;0;18;21;48;53
26094;116;0;30;17;46;49
9757;356;0;9;18;6;48
3393;261;17;2;20;38;40
5176;288;0;4;16;30;52
49431;203;0;26;19;12;3
466;187;0;0;9;6;15
49863;137;0;27;7;46;20
24419;200;5;28;16;52;50
28504;329;2;2;1;34;49
49865;159;0;27;7;48;9
31049;204;10;4;13;14;40
13784;151;0;14;18;31;25
15144;161;10;16;8;46;47
5301;259;0;4;20;29;56
16813;7;0;18;14;48;56
37536;277;2;11;18;31;52
4338;287;0;3;18;52;46
8523;120;0;8;9;26;51
41290;329;0;16;10;56;11
11766;110;0;12;6;54;49
11820;101;0;12;8;55;7
42706;228;2;18;5;21;57
7198;148;15;7;0;54;16
29487;41;2;3;2;50;3
11955;267;2;12;14;5;28
906;178;10;0;17;11;44
8345;73;0;8;4;29;10
40016;128;2;14;16;17;46
13868;291;2;14;20;53;34
26703;267;5;0;9;2;32
39927;174;0;14;13;52;56
20857;51;4;23;19;10;23
37844;288;0;12;2;8;22
45362;301;2;21;11;54;17
30390;300;0;3;22;24;15
32520;232;11;5;23;4;17
30229;281;0;3;18;33;35
27616;159;0;1;4;40;43
39987;111;0;14;15;32;45
45053;108;0;21;1;49;51
50047;188;0;27;13;7;11
7590;289;3;7;10;21;12
19914;11;0;22;14;31;21
11611;90;0;12;1;23;47
25420;342;0;29;21;32;24
43851;185;0;19;14;34;57
41757;136;0;17;2;15;19
22680;259;0;26;11;33;32
24378;171;5;28;15;50;24
38755;93;6;13;2;4;24
17999;174;0;20;8;16;38
27618;38;0;1;4;47;59
12437;98;12;13;7;36;50
28097;78;2;1;16;6;29
11589;173;0;12;0;13;40
32342;404;0;5;19;16;38
25974;215;1;30;14;15;44
37837;207;0;12;1;57;12
12409;247;0;13;6;39;4
27604;211;14;1;4;25;55
39556;105;0;14;2;10;20
33048;147;2;6;11;45;13
32287;300;0;5;18;0;47
32085;116;0;5;12;55;14
21687;178;0;24;22;6;10
38420;223;0;12;16;32;30
9762;158;1;9;18;11;22
25371;9;0;29;20;8;48
47925;316;0;25;1;5;56
49591;1;8;26;23;48;33
4692;126;6;4;3;32;14
39831;214;0;14;11;6;21
36779;71;4;10;23;1;0
35244;358;0;9;1;23;55
948;202;8;0;17;47;14
29438;39;2;3;1;46;11
2014;347;6;1;15;51;24
35472;396;0;9;10;10;18
47727;281;3;24;19;49;43
49253;420;2;26;13;59;9
24227;268;0;28;11;42;0
15565;274;0;16;21;54;12
33105;301;4;6;13;18;51
1249;164;4;0;23;43;33
32466;64;2;5;21;59;26
33569;495;2;7;0;47;18
31364;146;0;4;20;20;46
4052;71;3;3;11;57;35
34985;435;3;8;17;10;7
2598;358;4;2;3;41;3
45417;273;16;21;13;35;26
47215;218;0;24;5;3;53
34826;217;2;8;11;56;53
32853;152;0;6;6;56;15
13229;244;0;14;4;22;7
7224;81;0;7;1;36;4
42188;210;0;17;14;12;45
42122;33;0;17;12;33;31
20077;291;0;22;19;23;31
34104;118;0;7;15;23;10
37255;34;0;11;11;24;34
13720;270;4;14;16;49;20
50298;168;1;27;20;44;11
7208;144;0;7;1;4;11
19077;146;2;21;14;44;40
23721;28;0;27;21;17;40
2349;53;15;1;23;0;1
6880;143;0;6;17;53;45
17701;226;0;20;0;12;2
25583;300;2;30;2;38;36
7583;189;4;7;10;9;52
17468;228;4;19;13;32;7
24205;252;2;28;11;1;55
4610;42;2;4;1;9;20
32144;111;12;5;14;13;24
22442;342;0;26;1;45;9
44288;148;0;20;2;22;29
11505;167;0;11;20;29;22
29897;72;2;3;11;44;33
28800;265;2;2;9;41;28
33843;230;1;7;7;36;46
13243;396;15;14;4;45;17
25994;232;0;30;14;54;20
47034;158;0;24;0;5;6
49803;92;0;27;6;2;58
31041;199;0;4;13;4;12
18069;247;0;20;10;6;28
33732;16;2;7;4;58;29
23050;278;0;27;2;1;58
3784;266;0;3;5;56;57
28215;166;0;1;18;39;30
391;208;12;0;7;52;22
23145;227;0;27;4;19;2
41104;204;12;16;3;12;41
2766;257;5;2;7;19;15
40618;280;0;15;10;58;5
13190;203;0;14;3;28;4
13220;140;0;14;4;8;5
35210;227;0;9;0;14;43
8922;42;2;8;19;51;39
45116;373;0;21;3;28;47
36105;82;1;10;6;39;57
13551;284;0;14;11;59;34
2909;94;8;2;10;3;6
4904;255;2;4;9;0;53
31727;250;0;5;4;35;8
7428;180;0;7;6;46;42
40012;84;2;14;16;11;32
11608;245;2;12;1;14;20
20521;150;2;23;8;36;38
26493;80;4;0;4;8;18
16915;279;0;18;17;59;12
31607;62;4;5;1;41;37
25979;277;0;30;14;29;10
33940;163;4;7;10;27;39
33273;197;0;6;17;45;27
11512;21;4;11;20;45;38
34002;415;2;7;11;55;3
28033;73;4;1;14;55;22
9980;134;0;9;23;30;4
6485;160;0;6;7;48;55
32831;273;0;6;6;26;58
20198;257;0;22;22;31;23
30310;120;0;3;20;34;44
22098;141;4;25;13;3;58
44611;337;6;20;11;33;33
17734;89;0;20;1;6;34
16310;81;0;17;21;39;59
36136;261;0;10;7;29;48
40711;204;6;15;13;54;20
6121;217;2;5;22;34;16
14578;352;0;15;17;11;29
37506;182;0;11;17;57;58
14601;415;0;15;18;5;32
24821;194;0;29;3;44;30
42005;192;0;17;9;28;43
42074;19;0;17;11;15;18
8676;238;0;8;13;19;26
48391;138;13;25;13;8;4
38013;114;0;12;6;10;34
48805;139;2;26;0;42;0
25978;376;0;30;14;27;7
45212;6;0;21;7;1;11
17421;237;2;19;11;52;59
48474;244;0;25;15;36;53
47331;164;0;24;8;11;2
33806;308;4;7;6;40;27
23500;260;0;27;14;49;42
18187;70;0;20;13;42;22
32488;211;10;5;22;32;59
21891;69;1;25;5;29;21
23082;349;0;27;2;54;57
28636;110;0;2;5;0;15
25172;216;0;29;14;26;1
1879;240;0;1;13;12;48
2614;203;4;2;4;0;30
38662;166;2;12;23;20;9
2297;152;0;1;21;42;15
39769;280;6;14;9;3;4
42307;245;2;17;17;36;32
2151;191;0;1;19;0;57
9863;143;2;9;20;45;48
4558;20;0;3;23;45;53
36431;276;2;10;14;24;51
42026;231;4;17;9;57;51
42036;257;4;17;10;9;0
2206;68;0;1;20;0;17
23726;150;0;27;21;25;47
10001;296;4;10;0;2;31
39980;365;4;14;15;21;49
8309;293;14;8;3;41;31
26592;145;2;0;6;31;16
22827;394;0;26;17;28;17
39176;113;15;13;14;27;35
44154;87;0;19;22;43;22
46873;78;12;23;17;9;16
47801;241;5;24;21;47;21
22163;1;0;25;15;32;3
3550;178;0;3;0;21;30
49366;198;0;26;17;24;36
5123;52;0;4;14;54;52
18604;118;0;21;0;46;45
16045;385;2;17;13;50;10
34851;273;0;8;12;51;41
37655;152;12;11;21;13;31
33151;271;0;6;14;33;13
30376;322;13;3;22;0;4
4881;414;6;4;8;22;18
8847;118;0;8;17;49;5
45125;145;0;21;3;51;12
21773;287;0;25;0;51;50
48523;225;0;25;17;13;48
36032;295;2;10;4;49;16
16706;298;2;18;11;2;6
48017;376;0;25;3;52;56
29013;80;0;2;14;45;59
28889;209;3;2;11;49;37
39929;174;4;14;13;53;49
46901;198;0;23;18;32;54
16990;140;1;18;20;29;46
35804;250;0;9;22;18;47
34643;264;2;8;6;7;51
9849;198;2;9;20;26;52
26278;144;2;30;23;16;9
31757;179;0;5;5;24;29
4374;407;3;3;19;46;3
14202;322;0;15;6;44;39
47352;148;0;24;8;49;45
13498;220;2;14;10;44;25
39187;259;4;13;14;58;19
50103;88;2;27;14;45;9
13359;175;11;14;7;25;42
43151;98;0;18;17;25;29
29864;217;4;3;11;2;33
20828;271;2;23;18;13;22
30327;91;2;3;20;57;29
17957;234;1;20;7;5;1
10034;120;2;10;0;38;46
25707;205;3;30;5;59;2
49209;17;0;26;12;47;25
23941;178;2;28;3;34;4
35705;167;0;9;18;13;45
14770;376;6;15;22;7;21
16757;218;8;18;12;31;43
10690;151;4;10;19;36;20
12086;213;0;12;19;35;31
46312;128;0;22;19;44;52
18162;242;0;20;12;57;40
5817;108;0;5;12;17;17
49065;119;0;26;8;26;56
34163;146;0;7;16;56;5
11869;207;2;12;11;2;2
23750;212;2;27;22;6;37
28659;56;0;2;5;34;50
13830;217;0;14;19;56;23
18459;118;2;20;20;44;2
7550;342;0;7;9;30;5
41960;198;10;17;8;5;18
34237;184;2;7;18;29;54
42294;216;0;17;17;17;11
22347;153;0;25;22;36;40
30071;93;0;3;15;17;31
46078;171;0;22;12;7;48
9610;253;4;9;14;19;20
3533;227;0;2;23;50;22
3837;195;0;3;6;59;11
24603;69;1;28;21;42;15
28458;292;2;2;0;15;41
33429;382;4;6;21;33;40
32774;16;0;6;5;7;39
27186;232;0;0;19;27;0
3613;365;2;3;1;49;31
115;115;0;0;2;3;39
45646;217;0;21;20;54;44
36997;270;0;11;4;34;1
7795;111;0;7;15;5;59
43332;127;0;18;23;35;0
36726;173;0;10;21;49;8
31779;454;4;5;5;55;36
19524;298;0;22;3;44;25
9315;288;0;9;6;23;48
4031;42;2;3;11;25;1
42411;169;0;17;20;49;38
54;251;12;0;1;2;11
13441;201;0;14;9;20;26
36226;219;10;10;9;32;23
50114;195;0;27;15;2;39
21983;353;0;25;8;58;10
17938;181;5;20;6;34;56
31158;41;0;4;15;33;33
24763;368;0;29;2;17;41
44880;97;0;20;19;54;33
47922;158;0;25;1;1;31
10188;229;0;10;4;43;9
37954;135;7;12;4;52;34
38008;197;0;12;5;59;35
41529;129;0;16;18;58;6
16472;52;2;18;3;32;28
16585;357;2;18;7;6;43
14931;125;2;16;2;47;9
25254;72;6;29;16;38;0
41686;129;2;17;0;29;53
11940;172;0;12;13;38;17
3070;240;0;2;14;13;37
4862;189;8;4;7;55;25
21589;167;0;24;18;44;38
17467;228;2;19;13;32;2
38570;219;0;12;20;33;16
38774;241;0;13;2;39;59
24233;151;10;28;11;52;54
9161;267;0;9;1;59;22
26618;317;4;0;7;6;58
21708;280;0;24;22;47;49
45572;19;0;21;18;4;50
39456;96;4;13;23;2;10
25352;236;0;29;19;36;30
3185;211;0;2;16;49;29
33604;225;0;7;1;39;34
7172;156;0;7;0;26;3
40602;85;6;15;10;29;18
33245;167;2;6;17;6;32
45348;175;5;21;11;29;42
46979;178;0;23;21;44;23
8874;350;0;8;18;34;37
11004;150;4;11;4;12;21
2912;94;11;2;10;4;3
45022;142;2;21;0;42;31
20781;306;4;23;16;45;56
14152;353;0;15;5;20;17
32033;201;1;5;11;52;20
35559;261;0;9;13;26;55
2197;381;1;1;19;54;22
46493;265;0;23;1;23;43
48614;237;6;25;19;49;10
11248;373;0;11;11;42;17
26456;170;8;0;3;21;10
1797;161;0;1;11;33;34
10366;286;0;10;9;22;8
18974;187;0;21;11;19;27
19368;57;0;21;22;44;52
38447;178;0;12;17;6;38
31063;382;0;4;13;34;28
25123;245;0;29;12;44;33
11290;41;4;11;12;59;23
14118;196;12;15;4;13;46
23552;217;0;27;16;1;19
46944;369;12;23;20;1;11
19812;192;13;22;11;46;41
945;202;0;0;17;45;52
30738;232;0;4;6;10;17
8972;351;0;8;21;7;38
14602;185;0;15;18;8;59
49786;34;0;27;5;32;45
28121;48;0;1;16;34;50
10937;132;4;11;2;20;49
45334;137;1;21;11;4;59
23839;298;0;28;1;8;20
3352;304;5;2;19;53;47
28480;296;0;2;0;56;3
9872;345;0;9;20;56;4
39058;305;7;13;10;38;50
17941;28;1;20;6;40;20
38815;18;4;13;3;37;51
14055;38;0;15;2;11;54
9202;293;3;9;2;59;10
11566;225;0;11;23;14;48
2698;455;4;2;5;54;42
38305;135;0;12;13;37;52
14395;186;5;15;12;16;15
36565;313;4;10;17;38;42
13820;159;0;14;19;37;1
13845;173;0;14;20;25;0
37078;224;0;11;6;24;2
5293;41;4;4;20;14;35
22101;141;11;25;13;5;30
38135;91;0;12;9;24;19
28858;42;4;2;10;59;57
7734;233;14;7;13;42;51
10851;215;2;10;23;49;5
30491;191;4;4;1;10;15
11924;361;2;12;13;6;24
34971;105;0;8;16;40;12
44416;244;0;20;5;43;8
26295;23;0;30;23;44;24
46058;309;0;22;11;33;15
3963;147;9;3;9;45;17
38119;224;0;12;9;4;2
31448;261;4;4;21;59;26
49259;419;7;26;14;4;13
41825;84;0;17;4;20;47
7125;167;12;6;23;10;33
39523;299;2;14;1;19;36
11305;133;0;11;13;28;44
34804;79;0;8;11;26;57
13829;144;0;14;19;54;59
17882;162;0;20;5;9;46
29951;235;4;3;12;47;30
15688;307;2;17;1;47;32
24490;295;9;28;18;31;45
13770;169;0;14;18;9;52
7691;158;0;7;12;46;32
48939;44;0;26;4;49;22
11073;219;0;11;6;11;29
42575;43;0;18;1;28;35
24041;244;0;28;6;34;16
10935;212;0;11;2;18;43
23098;196;0;27;3;20;5
15172;118;2;16;9;34;31
7053;98;12;6;21;23;38
10923;132;10;11;1;49;57
38982;293;0;13;8;19;7
41996;321;0;17;9;13;45
31306;216;2;4;18;45;3
15756;142;0;17;4;36;59
39785;99;2;14;9;34;29
36999;342;0;11;4;38;31
12840;222;15;13;18;48;40
25524;361;0;30;0;33;14
40962;251;4;15;21;31;25
43935;135;0;19;16;52;7
35484;358;4;9;10;37;26
31031;169;4;4;12;55;4
24356;206;5;28;15;8;26
43586;127;0;19;7;2;58
1340;374;2;1;2;6;29
23997;125;0;28;4;59;22
14560;196;2;15;16;45;50
43468;40;0;19;3;23;43
15794;248;0;17;6;5;42
45598;291;0;21;19;27;55
15955;86;0;17;11;20;54
16340;157;4;17;22;53;23
22688;157;0;26;11;47;56
25139;53;0;29;13;20;45
23586;175;0;27;17;13;59
15669;6;4;17;1;15;15
29904;341;0;3;11;49;38
13537;236;0;14;11;32;31
25802;174;0;30;8;41;49
17760;174;6;20;1;39;2
13044;122;0;13;23;51;1
5290;266;0;4;20;10;15
48889;198;0;26;3;15;23
26449;262;1;0;3;15;50
41723;158;0;17;1;30;21
12976;425;4;13;22;4;59
48350;236;4;25;12;0;38
13341;177;0;14;7;3;42
20592;241;2;23;10;30;54
12731;132;0;13;15;55;14
36267;203;0;10;10;25;39
22885;260;0;26;19;57;5
20734;42;0;23;15;9;15
35972;37;4;10;3;8;54
12614;87;2;13;12;20;44
48673;194;0;25;21;23;3
31494;194;2;4;23;16;30
10909;175;2;11;1;25;49
24925;282;4;29;6;37;55
49874;40;0;27;8;5;24
17739;89;0;20;1;15;31
5072;273;2;4;13;40;35
31447;261;2;4;21;58;39
25365;277;0;29;20;0;58
688;373;0;0;13;0;38
5761;342;6;5;10;35;26
25152;279;3;29;13;41;29
41013;189;0;15;23;30;40
19913;105;0;22;14;28;5
34004;107;2;7;12;0;45
26227;143;2;30;21;48;3
14705;257;0;15;20;40;54
40438;392;0;15;4;57;2
42751;44;0;18;6;21;19
38589;131;0;12;21;15;46
17981;388;0;20;7;51;8
42447;42;0;17;21;41;27
40531;193;8;15;8;12;44
31080;170;0;4;14;2;12
46000;299;0;22;9;37;38
10958;202;4;11;2;47;39
26944;168;8;0;13;52;22
2026;199;3;1;16;13;46
17911;261;0;20;5;55;18
41380;343;0;16;14;8;29
22143;243;3;25;14;37;27
28726;304;4;2;7;16;23
10191;240;4;10;4;45;43
27279;194;0;0;21;22;24
33878;242;0;7;8;44;27
18878;153;8;21;8;6;6
8616;129;2;8;11;34;39
8580;280;0;8;10;42;4
8299;185;4;8;3;30;51
15843;388;2;17;7;37;27
43435;198;0;19;2;27;38
47398;229;0;24;9;50;54
8890;293;8;8;19;6;50
41172;56;0;16;5;54;29
12436;98;2;13;7;35;56
48849;12;0;26;1;47;43
25597;61;0;30;3;1;44
46781;135;0;23;13;20;4
10806;345;0;10;22;27;14
1861;162;6;1;12;51;51
14102;283;0;15;3;47;20
37831;271;3;12;1;43;5
21185;179;0;24;4;32;30
47981;217;0;25;2;41;33
19779;261;4;22;10;54;18
32676;365;0;6;2;52;2
3450;181;0;2;21;47;23
38241;418;0;12;11;54;3
44875;305;2;20;19;45;23
2930;105;2;2;10;24;59
4094;29;0;3;13;3;54
23672;163;0;27;20;4;49
45192;50;2;21;6;19;25
24404;209;0;28;16;33;25
24020;71;0;28;5;47;2
12381;27;4;13;5;41;52
45222;50;0;21;7;17;8
4464;202;0;3;21;50;21
34506;109;0;8;2;4;43
48749;129;0;25;23;12;30
14911;41;1;16;2;10;6
3739;258;4;3;5;0;3
41369;228;0;16;13;50;53
25144;285;0;29;13;26;12
25700;255;4;30;5;51;13
48676;128;0;25;21;26;42
44233;187;0;20;1;8;38
13030;32;2;13;23;29;10
13103;314;2;14;1;14;15
42625;36;2;18;2;56;18
9717;382;13;9;17;12;51
22562;310;0;26;6;21;44
42562;159;7;18;0;54;24
18731;136;3;21;4;56;14
3624;268;1;3;2;2;16
10902;139;0;11;1;13;41
