;day;hour;minute;fail_fee;amount;3D_secured;encoded_PSP;encoded_card;encoded_weekday;current_number_of_try
17032;18;22;16;1;174;1;3;2;2;0
38570;12;22;29;3;229;0;0;2;6;1
7334;7;4;36;0;263;0;2;1;5;0
28640;2;6;9;1;129;0;3;1;3;0
38190;12;11;59;1;225;0;3;1;6;0
24491;28;19;42;0;227;0;2;1;5;1
42140;17;14;45;1;125;0;3;1;1;2
35591;9;16;33;0;24;0;2;1;3;0
48907;26;5;46;1;218;1;3;2;6;3
10431;10;12;3;1;207;0;3;0;0;0
3651;3;2;52;1;32;0;3;1;0;0
23795;28;0;42;1;340;0;3;2;5;0
3684;3;3;38;0;298;0;2;2;0;1
32294;5;19;17;1;404;0;3;1;6;1
19542;22;5;7;1;165;1;3;0;6;2
29513;3;4;16;0;286;0;2;1;1;0
34588;8;6;0;3;278;1;0;2;2;0
35249;9;3;36;0;218;1;2;1;3;1
13788;14;19;23;3;184;0;0;1;5;0
37925;12;5;27;1;113;0;3;0;6;0
6903;6;18;39;0;126;0;2;1;1;0
7532;7;9;25;1;147;1;3;0;5;1
40300;15;2;11;3;295;0;0;1;2;0
23703;27;21;32;1;145;0;3;1;1;1
25405;29;22;5;1;210;0;3;1;6;0
34370;7;23;24;1;142;0;3;0;0;0
21537;24;17;55;1;163;0;3;2;0;6
27354;0;23;41;1;254;1;3;1;0;2
14372;15;12;15;0;186;1;2;1;6;2
41928;17;9;2;0;234;0;2;1;1;1
40856;15;20;3;1;69;1;3;1;2;0
33086;6;14;13;1;183;0;3;1;4;1
36671;10;21;45;3;150;0;0;0;1;3
38442;12;18;45;1;261;0;3;1;6;0
9461;9;10;32;1;241;1;3;2;4;0
9840;9;20;31;2;257;0;1;1;4;1
7121;6;23;14;1;125;1;3;2;1;5
38819;13;5;41;1;274;0;3;1;4;2
7464;7;7;57;1;31;1;3;1;5;1
48281;25;12;10;1;289;1;3;1;5;0
22205;25;18;31;0;130;0;2;0;2;0
43688;19;12;5;1;217;1;3;1;6;1
40923;15;22;18;1;81;1;3;2;2;2
24252;28;13;19;1;44;1;3;1;5;2
29536;3;4;42;1;423;0;3;0;1;2
39796;14;12;3;1;219;0;3;0;0;3
15930;17;11;18;1;298;0;3;0;0;0
41432;16;17;42;1;172;0;3;0;3;0
32852;6;8;8;1;348;1;3;1;4;1
10498;10;14;12;2;115;1;1;0;0;0
19796;22;11;58;1;175;0;3;0;6;1
3851;3;7;25;1;80;0;3;1;0;1
28514;2;3;5;1;105;0;3;0;3;0
16746;18;13;11;2;148;0;1;2;2;0
30982;4;12;48;2;106;0;1;1;5;0
22426;26;2;7;1;371;0;3;2;3;1
31511;5;0;41;2;416;0;1;1;6;4
45961;22;10;35;1;256;0;3;1;2;0
33168;6;16;30;1;121;0;3;1;4;2
15589;16;23;23;3;22;0;0;2;4;2
27459;1;1;56;2;317;0;1;1;2;4
47471;24;14;25;0;225;0;2;0;1;0
23507;27;15;40;1;38;0;3;2;1;0
1320;1;1;45;2;150;0;1;2;6;0
43993;19;20;23;0;212;0;2;1;6;0
46224;22;19;1;1;163;0;3;0;2;0
18330;20;18;21;1;103;0;3;2;1;2
44340;20;5;21;2;130;1;1;1;4;2
37479;11;18;31;1;277;0;3;1;5;0
17527;19;17;35;1;253;0;3;1;3;0
8486;8;8;44;0;275;0;2;1;6;2
551;0;10;33;1;227;1;3;0;5;6
7276;7;3;23;1;8;0;3;2;5;0
20860;23;20;12;1;212;1;3;1;4;0
31129;4;15;58;1;207;1;3;0;5;0
24974;29;9;24;0;263;0;2;1;6;0
40009;14;17;29;1;146;0;3;0;0;1
32917;6;9;46;1;215;0;3;0;4;1
38121;12;10;13;0;187;1;2;0;6;0
94;0;1;40;1;99;0;3;1;5;0
24009;28;6;30;3;12;0;0;0;5;4
34763;8;11;39;1;291;0;3;1;2;0
36927;11;4;5;1;38;0;3;1;5;1
33682;7;4;58;1;16;0;3;1;0;2
39237;13;18;18;3;133;1;0;2;4;0
14846;16;0;56;3;296;1;0;0;4;3
38238;12;13;19;2;206;0;1;1;6;2
38915;13;8;1;0;34;0;2;1;4;0
22743;26;15;12;2;47;0;1;1;3;2
35536;9;14;24;0;162;1;2;1;3;4
14393;15;12;53;1;123;0;3;1;6;0
594;0;11;18;1;300;0;3;1;5;0
10633;10;18;20;1;301;0;3;1;0;1
47133;24;4;40;3;150;1;0;2;1;0
38017;12;7;36;2;218;0;1;2;6;2
41197;16;9;21;3;34;0;0;0;3;0
35475;9;12;24;1;271;0;3;0;3;0
11548;11;23;13;2;172;1;1;1;2;1
43817;19;15;28;0;426;1;2;1;6;2
22576;26;8;8;2;322;0;1;1;3;2
41806;17;5;24;1;149;0;3;2;1;2
19163;21;17;59;1;165;1;3;1;5;0
39060;13;12;28;0;173;0;2;1;4;0
4901;4;9;9;1;334;0;3;2;2;2
18383;20;19;36;3;35;1;0;0;1;0
36977;11;5;19;1;13;0;3;1;5;1
21529;24;17;48;1;253;0;3;2;0;2
44580;20;12;27;0;314;0;2;1;4;0
21952;25;8;51;1;372;0;3;2;2;0
34735;8;10;50;2;295;0;1;0;2;0
48638;25;22;20;1;210;0;3;1;5;0
1634;1;8;2;0;135;1;2;0;6;5
35830;10;0;49;2;84;1;1;1;1;0
31509;5;0;40;3;416;0;0;1;6;2
23786;28;0;21;3;268;1;0;0;5;1
38919;13;8;10;2;116;0;1;1;4;2
26193;30;21;48;1;143;0;3;1;4;1
27894;1;12;51;1;277;1;3;2;2;1
9671;9;16;34;3;4;1;0;1;4;2
43752;19;13;33;0;462;1;2;2;6;0
17310;19;8;33;1;274;0;3;1;3;1
26074;30;18;8;1;259;0;3;1;4;0
28750;2;9;29;2;332;0;1;0;3;5
45437;21;16;21;2;132;1;1;1;0;0
30399;3;23;30;1;296;0;3;1;1;1
46538;23;6;3;1;86;0;3;1;3;0
13621;14;14;47;1;232;0;3;1;5;1
32188;5;16;35;0;411;0;2;1;6;1
17716;20;1;16;2;89;1;1;1;1;2
5149;4;15;59;1;93;0;3;1;2;0
15115;16;8;37;0;195;0;2;1;4;0
19650;22;7;57;1;397;0;3;2;6;1
19072;21;15;16;1;89;0;3;2;5;0
18098;20;11;35;3;81;0;0;0;1;0
47365;24;11;2;1;134;1;3;1;1;1
48570;25;20;26;1;364;0;3;1;5;0
48361;25;14;28;2;224;1;1;1;5;0
33295;6;19;30;1;115;1;3;2;4;0
13065;14;0;52;1;213;0;3;2;5;0
20239;23;0;52;2;68;0;1;2;4;0
17562;19;18;59;3;203;0;0;1;3;0
24506;28;19;52;1;304;0;3;1;5;1
23902;28;3;25;0;121;0;2;1;5;0
14241;15;8;34;2;207;0;1;0;6;4
16007;17;13;25;0;207;0;2;0;0;1
29361;3;1;1;0;189;0;2;1;1;0
24892;29;6;37;1;282;1;3;0;6;2
27426;1;1;10;1;272;0;3;2;2;0
15053;16;6;56;2;236;0;1;1;4;1
2818;2;8;14;1;93;0;3;0;4;6
39050;13;12;9;1;294;0;3;0;4;7
33718;7;5;34;1;31;0;3;1;0;4
5362;4;22;29;2;180;0;1;2;2;0
35599;9;16;43;0;170;0;2;2;3;5
41847;17;6;31;1;230;0;3;1;1;2
6385;6;5;20;3;165;0;0;0;1;0
37448;11;17;53;0;260;1;2;1;5;1
15169;16;10;11;1;165;1;3;0;4;0
43092;18;17;34;0;170;0;2;0;5;0
47128;24;4;35;1;110;0;3;0;1;1
33844;7;9;19;3;136;0;0;0;0;0
13246;14;5;9;0;189;1;2;2;5;7
18318;20;18;0;1;174;0;3;1;1;0
22640;26;10;59;1;13;1;3;1;3;0
28305;1;21;35;1;208;0;3;0;2;0
29032;2;16;25;0;120;0;2;1;3;2
37568;11;20;36;2;107;0;1;1;5;0
29191;2;20;17;2;359;0;1;1;3;0
48390;25;15;22;0;166;0;2;2;5;2
31318;4;20;22;1;313;1;3;1;5;0
1965;1;15;10;0;244;1;2;2;6;1
987;0;18;33;1;146;1;3;2;5;0
18409;20;20;15;1;201;0;3;0;1;0
25176;29;15;29;1;262;0;3;2;6;1
9357;9;7;50;1;29;0;3;1;4;1
38848;13;6;11;0;139;0;2;1;4;0
32615;6;2;25;1;140;0;3;1;4;1
27521;1;3;21;2;241;1;1;2;2;0
4963;4;10;42;1;156;0;3;1;2;1
43570;19;8;25;0;211;0;2;2;6;0
21635;24;21;18;3;337;0;0;0;0;2
40147;14;21;16;2;30;0;1;1;0;4
32309;5;19;33;1;304;0;3;2;6;0
30632;4;4;41;2;36;0;1;1;5;1
2928;2;10;31;1;233;0;3;0;4;1
15496;16;20;30;1;376;1;3;1;4;1
42047;17;12;3;1;343;1;3;1;1;4
30412;4;0;5;0;241;0;2;2;5;0
30358;3;22;39;2;14;1;1;1;1;2
49237;26;15;44;1;168;0;3;1;6;0
47268;24;8;26;3;223;0;0;0;1;0
35380;9;8;11;0;258;0;2;2;3;0
31381;4;21;31;1;34;0;3;1;5;1
46285;22;20;51;2;347;0;1;2;2;2
20529;23;9;30;1;19;1;3;1;4;7
40841;15;19;39;2;40;1;1;1;2;0
44457;20;9;2;1;227;1;3;2;4;1
34361;7;23;12;1;237;1;3;0;0;0
26777;0;11;31;0;65;0;2;0;0;0
4383;3;20;11;1;207;0;3;1;0;0
47585;24;17;41;1;243;0;3;1;1;0
17084;19;0;11;3;231;0;0;1;3;0
31839;5;8;27;2;245;1;1;0;6;0
7443;7;7;26;1;117;0;3;0;5;0
11885;12;12;1;2;326;0;1;2;3;1
14306;15;10;0;3;234;0;0;1;6;2
47543;24;16;8;0;290;0;2;1;1;0
25890;30;12;42;2;207;0;1;2;4;1
26998;0;16;0;3;5;0;0;1;0;0
17142;19;2;43;0;203;0;2;1;3;0
37646;11;22;27;1;213;0;3;1;5;0
6598;6;11;2;1;66;0;3;2;1;1
50323;27;23;43;0;202;0;2;1;4;0
40686;15;14;51;1;264;1;3;1;2;0
32806;6;7;4;0;293;0;2;1;4;0
36832;11;1;43;1;282;0;3;1;5;3
21658;24;22;0;0;283;0;2;2;0;0
7203;7;1;12;1;106;0;3;2;5;2
19278;21;20;52;2;181;0;1;1;5;0
46796;23;16;46;1;4;0;3;2;3;1
28946;2;14;8;0;18;0;2;2;3;0
9245;9;4;21;1;138;0;3;2;4;1
44971;21;1;8;1;179;0;3;2;0;0
4856;4;7;57;1;153;0;3;1;2;3
8698;8;14;0;0;87;0;2;2;6;1
19359;21;23;3;1;367;1;3;0;5;1
17408;19;12;36;2;90;0;1;0;3;0
7572;7;10;10;2;189;0;1;1;5;3
28030;1;15;35;1;258;0;3;1;2;0
11078;11;6;45;1;81;0;3;1;2;1
15654;17;1;30;0;155;0;2;2;0;3
35575;9;15;59;1;277;1;3;1;3;0
30416;4;0;12;1;135;0;3;1;5;0
20724;23;15;44;2;177;0;1;0;4;0
10472;10;13;13;1;181;0;3;1;0;0
41497;16;20;1;1;166;0;3;0;3;0
8496;8;8;59;0;74;0;2;1;6;0
34469;8;2;40;0;116;1;2;1;2;0
18477;20;21;55;2;177;0;1;0;1;0
40500;15;9;4;0;214;0;2;1;2;0
9178;9;2;44;0;63;1;2;1;4;0
48798;26;2;30;1;120;0;3;0;6;1
31786;5;7;24;1;227;0;3;1;6;1
20517;23;9;20;1;232;0;3;2;4;0
16636;18;9;34;1;471;1;3;0;2;0
511;0;9;54;1;50;0;3;1;5;0
24091;28;8;57;0;280;0;2;1;5;0
22152;25;16;18;1;281;0;3;1;2;0
3333;2;19;42;1;41;1;3;1;4;0
47822;25;0;17;2;192;0;1;1;5;1
36638;10;20;59;1;227;1;3;1;1;1
24789;29;3;44;0;194;0;2;1;6;0
28543;2;3;40;2;102;0;1;2;3;1
38387;12;17;2;1;324;0;3;1;6;0
25444;29;22;58;0;241;0;2;1;6;0
33518;7;0;47;2;493;0;1;2;0;1
6074;5;21;7;1;153;0;3;2;3;0
40936;15;22;46;1;220;1;3;1;2;1
49502;26;23;35;1;165;0;3;0;6;1
19054;21;14;47;1;204;0;3;1;5;0
6940;6;19;23;1;20;1;3;1;1;2
12901;13;20;45;0;216;0;2;1;1;1
33170;6;16;31;3;121;0;0;1;4;4
24236;28;12;54;1;208;1;3;2;5;0
17849;20;4;54;1;146;0;3;1;1;0
39212;13;17;37;0;212;1;2;2;4;0
7222;7;1;59;2;248;0;1;2;5;0
4697;4;4;1;1;364;1;3;1;2;0
21881;25;6;12;1;188;0;3;1;2;1
305;0;6;3;3;174;0;0;0;5;1
35997;10;5;19;2;99;1;1;2;1;1
5378;4;23;1;0;224;0;2;1;2;0
15582;16;23;14;1;128;0;3;0;4;3
8573;8;10;49;2;88;0;1;0;6;1
25511;30;1;9;0;243;1;2;2;4;2
37683;11;23;26;0;271;0;2;1;5;1
28432;2;0;36;1;83;1;3;0;3;2
45665;22;0;40;1;341;0;3;1;2;0
24940;29;8;13;3;221;0;0;2;6;0
662;0;12;39;0;162;0;2;2;5;8
33471;6;23;46;1;242;0;3;1;4;0
28981;2;15;8;2;65;0;1;1;3;1
527;0;10;10;1;203;0;3;1;5;0
35887;10;2;16;0;94;0;2;1;1;1
49227;26;15;24;0;203;0;2;1;6;0
8631;8;12;20;1;286;0;3;1;6;0
20165;22;22;22;2;292;0;1;1;6;1
39538;14;3;29;3;352;0;0;1;0;0
24064;28;8;9;0;64;0;2;1;5;2
32004;5;12;20;0;120;0;2;0;6;2
40889;15;20;58;3;127;1;0;2;2;0
41127;16;6;30;1;316;1;3;1;3;1
21527;24;17;48;2;253;0;1;2;0;0
45363;21;13;56;0;162;0;2;1;0;1
39712;14;9;11;2;255;0;1;2;0;0
17610;19;21;20;1;255;0;3;1;3;0
35572;9;15;49;0;320;0;2;0;3;0
903;0;17;12;1;178;0;3;1;5;4
7588;7;10;39;3;458;1;0;1;5;0
44572;20;12;9;1;298;0;3;2;4;0
14329;15;10;47;1;171;1;3;1;6;0
15414;16;17;12;1;264;0;3;0;4;2
13881;14;21;42;3;40;0;0;1;5;0
45297;21;11;54;1;301;1;3;1;0;1
41283;16;13;8;1;217;0;3;0;3;0
39645;14;6;58;1;71;0;3;1;0;0
6389;6;5;24;0;91;0;2;1;1;0
24550;28;21;11;1;371;0;3;0;5;0
9652;9;15;55;1;220;1;3;1;4;0
41805;17;5;24;2;149;0;1;2;1;1
9106;9;0;48;0;163;0;2;0;4;1
44878;20;22;12;0;161;0;2;2;4;0
16015;17;13;36;1;295;1;3;1;0;0
1532;1;6;9;1;270;0;3;2;6;2
35059;8;20;53;0;307;1;2;1;2;0
15657;17;1;33;1;76;1;3;0;0;2
9449;9;10;17;1;134;0;3;1;4;0
23021;27;1;59;2;154;0;1;1;1;0
47537;24;16;1;0;17;0;2;2;1;0
43291;19;0;20;1;351;0;3;0;6;0
13888;14;21;57;1;177;0;3;0;5;0
24575;28;21;46;2;282;0;1;2;5;1
9678;9;16;48;1;200;1;3;1;4;1
15410;16;17;9;2;74;0;1;0;4;0
36637;10;20;59;1;227;1;3;1;1;0
18366;20;19;18;3;406;0;0;1;1;3
24661;29;0;9;2;348;0;1;1;6;1
3685;3;3;38;1;298;0;3;2;0;2
11202;11;10;33;1;379;1;3;1;2;0
40620;15;12;58;1;311;0;3;1;2;0
13421;14;9;25;0;232;0;2;2;5;0
27299;0;22;32;0;177;0;2;1;0;7
49733;27;6;15;1;134;1;3;0;4;0
11564;11;23;56;1;276;0;3;1;2;1
33521;7;0;49;2;237;0;1;2;0;2
31644;5;3;41;1;146;0;3;1;6;1
8142;7;23;39;1;314;0;3;2;5;0
8644;8;12;47;2;214;0;1;2;6;0
4063;3;12;30;1;284;0;3;1;0;2
46790;23;16;34;0;81;1;2;0;3;0
44059;19;21;58;0;133;0;2;2;6;0
31018;4;13;36;0;269;0;2;1;5;0
38441;12;18;43;3;125;0;0;1;6;0
19727;22;10;7;1;106;0;3;2;6;0
18822;21;7;29;3;198;1;0;1;5;0
44896;20;22;44;1;226;0;3;0;4;0
34837;8;14;0;1;313;0;3;1;2;0
30194;3;18;50;0;157;1;2;2;1;0
17579;19;19;38;2;194;1;1;0;3;4
21608;24;20;38;2;207;0;1;1;0;1
25654;30;5;35;1;98;1;3;1;4;0
11341;11;15;21;1;247;0;3;0;2;3
2175;1;19;34;0;291;0;2;1;6;1
44618;20;13;38;0;140;0;2;1;4;0
8816;8;16;58;0;333;0;2;1;6;1
15510;16;21;0;1;328;1;3;1;4;0
13111;14;1;53;1;67;0;3;1;5;0
14425;15;13;42;1;312;0;3;2;6;2
19934;22;15;52;2;256;1;1;1;6;0
15065;16;7;16;1;96;0;3;1;4;0
35836;10;0;53;1;294;1;3;2;1;0
4521;3;23;10;1;230;0;3;1;0;1
6402;6;5;56;1;263;1;3;1;1;0
17738;20;1;40;0;174;0;2;0;1;6
37757;12;1;17;0;239;0;2;2;6;3
40271;15;1;27;1;253;1;3;2;2;1
42887;18;11;52;3;331;0;0;1;5;0
47483;24;14;40;2;238;1;1;0;1;1
1099;0;20;59;0;194;0;2;2;5;3
9664;9;16;13;1;147;0;3;0;4;1
14717;15;21;18;1;333;0;3;0;6;0
20;0;0;20;1;199;0;3;1;5;1
25010;29;10;26;0;203;0;2;1;6;1
47143;24;5;1;3;240;1;0;1;1;0
15715;17;3;43;1;91;0;3;0;0;0
48767;26;1;40;1;180;0;3;1;6;2
11748;12;6;53;1;412;0;3;0;3;0
45318;21;12;44;1;284;0;3;0;0;0
49724;27;5;58;0;94;0;2;1;4;0
38923;13;8;15;1;75;0;3;0;4;0
46416;23;1;2;1;276;0;3;1;3;1
6443;6;6;58;0;160;0;2;0;1;0
36290;10;12;15;0;36;1;2;1;1;0
8163;8;0;0;0;17;1;2;1;6;2
47994;25;5;14;0;177;0;2;0;5;1
14255;15;8;47;1;214;0;3;1;6;1
47561;24;16;55;1;165;1;3;1;1;0
34633;8;7;41;1;111;0;3;0;2;1
12699;13;15;27;1;138;0;3;1;1;1
10908;11;1;50;1;132;0;3;2;2;2
40683;15;14;43;2;192;0;1;1;2;1
25093;29;12;45;2;72;0;1;1;6;2
44637;20;14;22;2;213;0;1;0;4;2
5007;4;12;22;2;174;0;1;1;2;1
19523;22;4;27;1;308;0;3;1;6;0
14002;15;1;13;1;198;0;3;0;6;4
28349;1;22;27;1;237;0;3;1;2;1
24583;28;22;2;2;17;0;1;0;5;1
32243;5;18;8;1;6;0;3;0;6;1
20439;23;6;46;1;353;0;3;2;4;0
14642;15;19;48;1;99;0;3;1;6;0
33550;7;1;34;0;37;0;2;0;0;3
21134;24;3;53;1;271;0;3;0;0;0
43946;19;19;5;0;37;0;2;0;6;0
19708;22;9;43;3;161;0;0;0;6;1
7883;7;17;13;1;144;0;3;1;5;0
31622;5;3;18;1;169;1;3;2;6;3
22631;26;10;39;0;268;1;2;1;3;0
8722;8;14;42;2;76;1;1;1;6;0
27617;1;5;40;1;154;0;3;1;2;3
48828;26;3;34;1;134;0;3;1;6;1
20852;23;19;45;1;198;1;3;0;4;0
3107;2;15;12;1;269;0;3;0;4;3
7925;7;18;14;1;271;1;3;0;5;1
45775;22;4;6;0;146;0;2;0;2;1
24555;28;21;17;1;214;1;3;1;5;0
26269;30;23;59;1;82;0;3;1;4;0
42360;17;20;59;1;152;1;3;1;1;3
36118;10;8;24;0;143;0;2;2;1;1
14755;15;22;18;0;249;0;2;1;6;2
41057;16;3;33;1;194;1;3;2;3;1
11481;11;20;20;1;128;1;3;1;2;0
12225;13;1;38;0;168;0;2;1;1;0
30802;4;8;52;1;304;1;3;1;5;0
23979;28;5;27;1;104;1;3;1;5;0
27075;0;17;38;1;275;0;3;2;0;1
1300;1;1;12;1;260;0;3;2;6;0
3521;2;23;39;1;54;1;3;2;4;0
45412;21;15;33;1;316;0;3;1;0;1
20209;22;23;41;1;197;1;3;0;6;0
35342;9;6;54;1;96;0;3;1;3;0
6500;6;8;39;1;277;0;3;1;1;0
33115;6;15;0;1;270;0;3;0;4;0
37554;11;20;10;1;237;0;3;1;5;0
44866;20;21;48;3;358;0;0;1;4;0
16388;18;1;24;0;48;0;2;1;2;0
21984;25;10;10;0;195;0;2;1;2;0
37514;11;19;13;1;218;0;3;1;5;1
18249;20;16;28;1;198;0;3;2;1;1
20473;23;8;1;0;256;0;2;1;4;2
9711;9;17;23;0;99;0;2;1;4;2
41356;16;15;14;1;168;0;3;1;3;0
17884;20;5;49;1;190;0;3;1;1;2
19615;22;7;0;1;235;1;3;1;6;3
49254;26;16;0;1;130;0;3;1;6;1
38071;12;9;18;1;84;1;3;2;6;0
1064;0;20;13;1;133;0;3;1;5;4
25382;29;21;21;1;287;0;3;0;6;0
44988;21;1;43;1;38;1;3;2;0;0
29815;3;10;59;2;269;0;1;2;1;1
37451;11;17;59;1;257;0;3;1;5;0
31913;5;10;18;1;98;0;3;1;6;0
7333;7;4;32;1;104;1;3;1;5;0
6106;5;22;26;3;303;0;0;2;3;0
9963;9;23;27;0;356;0;2;2;4;2
14507;15;15;48;2;290;0;1;0;6;1
14847;16;0;57;2;296;1;1;0;4;4
33100;6;14;31;0;36;1;2;1;4;0
20373;23;4;27;0;20;1;2;1;4;0
3692;3;3;48;1;222;1;3;2;0;0
6866;6;17;51;2;210;0;1;1;1;5
36387;10;14;40;0;191;0;2;1;1;1
47020;24;1;32;1;210;0;3;1;1;1
7814;7;15;38;2;124;0;1;1;5;2
17464;19;14;21;3;179;0;0;0;3;0
6734;6;14;44;0;211;1;2;1;1;0
4288;3;17;52;1;273;0;3;2;0;0
20291;23;2;22;0;280;1;2;1;4;0
40768;15;16;59;1;12;0;3;2;2;2
24514;28;20;13;1;367;1;3;2;5;0
26875;0;13;20;1;207;1;3;2;0;0
6787;6;15;57;0;173;0;2;1;1;0
24329;28;15;19;1;170;0;3;1;5;0
5631;5;7;3;1;192;0;3;1;3;1
32095;5;14;13;1;111;0;3;1;6;5
41470;16;19;0;1;392;0;3;0;3;1
47255;24;8;0;2;293;0;1;2;1;0
23798;28;0;50;1;78;1;3;0;5;0
32521;6;0;9;1;177;0;3;0;4;1
46507;23;4;54;1;264;0;3;1;3;2
24440;28;18;4;1;104;0;3;1;5;0
6321;6;3;54;2;121;0;1;1;1;0
30549;4;2;57;0;165;0;2;1;5;2
34451;8;1;53;1;123;0;3;1;2;1
18584;21;0;59;1;446;0;3;1;5;0
39801;14;12;20;0;274;0;2;1;0;0
36745;10;23;27;1;180;0;3;0;1;0
1110;0;21;9;0;122;0;2;1;5;3
24073;28;8;29;2;441;0;1;1;5;0
8526;8;9;52;1;334;0;3;0;6;0
9034;8;23;2;1;22;0;3;2;6;0
8382;8;5;37;0;330;0;2;1;6;5
22107;25;14;20;1;29;0;3;1;2;1
30008;3;14;52;2;173;0;1;1;1;4
37083;11;8;2;1;312;0;3;2;5;0
23634;27;19;48;0;382;1;2;1;1;0
33444;6;23;6;1;218;0;3;1;4;0
12046;12;18;21;0;218;0;2;1;3;0
15976;17;12;27;1;258;0;3;1;0;0
17166;19;3;46;2;256;0;1;1;3;0
42636;18;5;5;1;196;0;3;1;5;0
26631;0;8;9;1;79;1;3;1;0;1
43905;19;17;46;0;42;0;2;1;6;0
37942;12;5;43;0;266;0;2;0;6;3
46402;23;0;26;1;194;1;3;2;3;3
36070;10;7;15;1;71;1;3;1;1;0
37015;11;6;12;1;174;0;3;1;5;1
40015;14;17;37;2;268;0;1;1;0;0
183;0;3;32;1;56;0;3;1;5;5
9511;9;12;2;2;276;0;1;2;4;0
50059;27;15;39;0;130;1;2;1;4;1
45535;21;19;31;1;117;1;3;1;0;1
21311;24;9;37;1;218;0;3;1;0;0
35604;9;16;55;0;385;1;2;0;3;1
44275;20;3;30;1;62;0;3;2;4;1
39715;14;9;14;0;319;0;2;1;0;0
41641;17;0;46;1;95;0;3;1;1;2
34723;8;10;23;1;331;1;3;1;2;3
35123;8;23;11;2;86;1;1;2;2;0
28255;1;20;34;1;97;0;3;1;2;1
23504;27;15;37;2;202;0;1;0;1;0
39947;14;16;8;1;244;0;3;2;0;0
533;0;10;15;1;200;0;3;1;5;2
3830;3;6;59;1;195;0;3;0;0;0
35510;9;13;32;1;150;1;3;1;3;0
22525;26;5;58;2;217;0;1;0;3;2
12985;13;22;38;1;251;1;3;1;1;0
41671;17;1;40;0;224;0;2;1;1;0
46875;23;20;0;3;369;0;0;1;3;1
26173;30;21;17;1;327;0;3;2;4;3
23827;28;1;40;3;124;0;0;2;5;0
25842;30;11;2;1;72;0;3;0;4;4
48298;25;12;39;1;64;0;3;1;5;0
20673;23;13;42;2;345;1;1;2;4;0
21731;25;0;28;2;228;1;1;1;2;1
49761;27;6;52;1;414;0;3;0;4;0
45213;21;9;18;1;77;0;3;1;0;0
22144;25;15;57;1;88;0;3;1;2;0
8027;7;20;40;1;271;0;3;1;5;0
3992;3;10;37;2;75;1;1;1;0;0
41400;16;16;27;2;199;1;1;1;3;1
13523;14;11;47;2;237;0;1;1;5;1
40357;15;4;4;1;152;0;3;2;2;0
17950;20;7;37;1;304;0;3;1;1;0
9102;9;0;39;0;312;0;2;1;4;0
33913;7;11;7;2;228;0;1;1;0;0
43138;18;19;8;0;183;0;2;2;5;0
15729;17;4;14;2;92;0;1;1;0;0
27222;0;20;56;0;37;1;2;1;0;2
28106;1;17;8;1;154;0;3;1;2;0
34312;7;21;56;1;307;0;3;1;0;4
35181;9;1;8;1;316;0;3;2;3;1
15668;17;1;58;3;263;0;0;1;0;0
3881;3;8;11;1;199;0;3;0;0;1
10796;10;22;34;2;35;0;1;2;0;1
4511;3;23;1;2;323;0;1;2;0;0
19561;22;5;32;1;253;1;3;1;6;2
10991;11;4;15;1;353;0;3;1;2;2
36537;10;18;12;3;195;1;0;1;1;3
17665;19;23;46;1;138;1;3;2;3;3
8284;8;3;23;0;28;0;2;1;6;0
43314;19;1;0;1;176;1;3;1;6;0
25727;30;7;21;1;257;0;3;2;4;3
21971;25;9;36;2;325;0;1;1;2;1
26044;30;17;16;2;212;0;1;1;4;0
22757;26;15;50;1;292;0;3;1;3;0
14432;15;13;53;1;351;0;3;1;6;0
9321;9;6;57;1;144;1;3;1;4;3
27158;0;19;32;0;250;0;2;1;0;5
4642;4;2;9;1;196;0;3;1;2;2
6320;6;3;52;1;234;1;3;0;1;1
49225;26;15;21;0;192;0;2;1;6;2
36990;11;5;38;3;208;0;0;1;5;0
12318;13;4;24;2;224;0;1;1;1;1
37611;11;21;31;2;78;0;1;1;5;0
27293;0;22;28;0;177;0;2;1;0;1
3599;3;1;39;1;231;1;3;1;0;0
42839;18;10;24;1;124;0;3;1;5;0
36319;10;12;53;3;326;0;0;1;1;1
32683;6;4;18;0;80;0;2;2;4;0
43847;19;16;3;3;391;1;0;1;6;0
34555;8;5;8;1;183;1;3;1;2;1
17745;20;1;47;1;217;1;3;1;1;0
3307;2;19;6;0;240;0;2;1;4;0
26539;0;5;58;0;156;0;2;1;0;0
7282;7;3;27;1;347;1;3;0;5;1
30161;3;18;0;1;238;0;3;1;1;1
46845;23;18;54;1;250;0;3;0;3;2
48927;26;6;27;0;147;0;2;0;6;0
20298;23;2;46;0;277;0;2;2;4;0
48830;26;3;37;0;217;1;2;1;6;1
12644;13;13;47;0;134;1;2;2;1;0
2407;1;23;53;1;116;0;3;0;6;0
45296;21;11;54;1;301;1;3;1;0;0
38077;12;9;23;0;199;0;2;2;6;0
18728;21;5;35;0;263;0;2;2;5;0
35844;10;0;58;1;294;1;3;2;1;0
5891;5;15;6;2;303;0;1;1;3;0
26883;0;13;29;1;12;0;3;2;0;5
22131;25;15;18;0;88;0;2;1;2;0
45193;21;8;30;2;232;0;1;1;0;3
42733;18;7;37;0;39;1;2;0;5;2
28562;2;4;8;1;25;0;3;1;3;4
21574;24;19;15;0;219;0;2;1;0;0
1810;1;11;58;2;254;0;1;1;6;0
18761;21;6;21;2;56;0;1;1;5;0
